Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
9,87,No,6,4,85
9,89,No,7,9,82
5,44,No,7,8,32
2,63,Yes,6,9,39
7,53,No,5,9,45
6,60,No,7,3,45
7,92,Yes,5,9,86
2,52,No,9,0,29
2,71,Yes,8,4,50
3,82,Yes,8,3,63
6,41,No,9,8,33
1,42,Yes,5,6,17
5,92,No,6,6,74
7,66,No,4,4,57
2,55,No,8,2,32
4,82,No,4,2,65
1,53,No,5,7,27
5,49,Yes,7,7,34
3,67,No,7,8,47
3,96,Yes,7,6,75
9,67,No,5,9,64
5,72,Yes,8,7,61
9,55,No,7,3,55
5,87,No,5,3,72
1,65,No,6,3,37
7,52,Yes,5,0,45
6,81,Yes,4,7,71
9,43,Yes,5,1,42
1,68,Yes,5,8,40
3,82,No,6,8,64
1,88,Yes,4,9,59
5,50,No,9,7,35
7,84,No,7,9,76
1,70,Yes,6,8,44
2,71,No,5,5,46
5,87,No,9,7,73
9,62,No,9,5,59
1,48,Yes,8,5,25
4,43,Yes,7,2,23
6,45,No,8,2,33
6,86,Yes,4,4,75
1,58,Yes,6,7,34
4,88,No,9,0,73
7,65,No,5,8,58
2,72,Yes,5,8,46
8,41,No,9,3,34
3,44,No,4,4,22
9,43,No,4,7,42
9,69,Yes,5,9,67
1,41,Yes,8,0,16
2,95,Yes,4,9,74
8,47,No,6,7,45
6,93,No,6,9,84
6,63,No,9,9,55
1,89,Yes,9,2,69
8,56,No,7,5,50
1,53,No,6,3,26
1,49,No,9,3,24
9,89,Yes,7,9,90
1,46,Yes,7,2,16
6,72,Yes,8,5,59
3,42,Yes,5,9,21
5,48,No,9,3,33
5,54,Yes,4,6,40
1,75,No,9,8,48
6,66,Yes,7,7,58
6,83,Yes,8,5,74
8,50,Yes,9,4,45
6,59,No,9,5,47
7,61,No,5,0,49
1,76,No,7,3,50
2,60,Yes,4,7,39
5,89,Yes,7,1,76
7,83,Yes,5,9,78
5,71,No,5,2,59
6,53,Yes,4,5,41
9,77,Yes,5,0,76
1,55,Yes,5,3,30
3,95,No,5,1,78
1,77,Yes,9,5,54
6,77,Yes,6,4,67
1,52,No,8,7,25
8,61,No,8,9,55
2,61,No,8,7,40
3,52,No,4,7,32
5,96,Yes,6,8,85
3,52,Yes,9,5,32
1,84,Yes,7,3,55
9,92,No,6,3,88
2,55,Yes,4,1,32
2,82,No,9,2,63
5,44,Yes,9,1,31
2,40,Yes,6,8,20
3,45,Yes,7,4,26
1,69,Yes,5,3,41
1,58,No,8,9,32
3,62,No,5,6,42
9,66,Yes,8,0,63
8,74,No,5,5,67
5,70,Yes,8,0,56
9,44,No,9,1,41
4,96,Yes,7,8,72
6,77,Yes,9,3,66
1,49,No,5,6,25
1,89,No,7,8,63
6,59,Yes,6,5,48
5,99,No,4,9,83
3,88,Yes,9,7,74
6,60,Yes,6,4,46
4,62,Yes,9,9,48
5,63,No,5,2,49
9,65,Yes,5,7,63
2,78,Yes,8,4,56
6,73,Yes,6,1,62
1,85,Yes,7,8,59
9,72,No,7,1,73
7,72,No,6,6,63
3,87,No,8,5,68
1,81,Yes,6,1,56
8,40,No,6,4,30
1,99,Yes,9,3,74
9,87,Yes,7,6,84
3,65,No,7,0,44
4,49,No,6,4,29
6,98,No,8,5,89
8,78,Yes,9,5,75
2,74,No,5,2,51
8,78,No,4,7,72
8,44,No,6,5,38
2,79,No,7,8,57
6,93,No,7,0,82
5,76,Yes,4,5,62
1,62,No,5,2,34
2,96,Yes,6,1,76
8,67,No,4,3,61
5,97,No,8,2,83
8,40,Yes,6,0,32
4,51,Yes,6,7,36
4,90,Yes,4,8,73
6,84,Yes,4,7,72
2,58,Yes,4,7,32
1,62,No,5,0,33
3,59,Yes,7,6,42
6,83,Yes,6,3,69
1,84,No,9,9,62
7,68,No,6,9,61
4,67,No,7,3,48
9,47,Yes,6,2,50
1,40,No,6,0,15
5,40,No,4,5,26
1,71,Yes,5,0,45
5,92,Yes,4,9,79
1,87,No,5,0,59
6,59,No,8,2,49
8,49,Yes,5,7,44
2,95,No,4,2,72
9,77,No,6,1,68
9,90,Yes,7,9,90
2,58,No,6,9,38
3,73,Yes,5,0,50
6,99,Yes,9,4,88
1,70,No,6,3,42
1,77,No,8,0,49
4,69,No,8,5,53
8,87,Yes,7,0,83
1,52,Yes,6,3,27
5,65,No,8,5,52
4,65,No,5,2,45
7,84,Yes,4,4,72
3,71,No,6,8,51
6,66,Yes,6,8,58
1,61,No,6,8,38
7,90,Yes,5,6,85
5,84,Yes,4,7,70
3,58,Yes,9,0,36
8,48,Yes,7,7,43
8,74,Yes,5,6,71
8,73,No,4,9,68
8,49,Yes,5,2,41
4,59,Yes,6,8,41
7,77,Yes,7,5,71
9,70,Yes,8,7,66
2,68,Yes,7,4,46
6,68,No,6,5,56
6,84,Yes,9,2,74
8,94,No,7,4,90
9,87,No,7,9,86
1,99,No,7,3,74
1,42,Yes,6,0,17
2,91,Yes,4,3,69
5,74,Yes,7,9,58
8,47,No,7,1,36
1,82,No,7,3,55
4,80,No,9,6,64
7,79,Yes,5,9,71
4,50,Yes,6,9,34
1,72,Yes,4,1,44
2,60,Yes,9,4,39
6,46,Yes,6,6,36
9,92,Yes,7,9,92
7,64,No,9,0,59
1,81,Yes,6,7,60
8,94,No,5,6,86
1,98,No,5,2,72
1,80,No,9,9,56
5,68,No,6,5,54
3,48,Yes,7,4,26
6,89,No,8,4,79
3,94,Yes,7,5,74
1,48,No,4,0,21
5,97,No,8,6,85
7,67,Yes,9,7,63
4,89,No,7,8,72
2,91,Yes,5,3,68
2,60,Yes,6,5,41
5,66,No,4,2,52
9,53,Yes,4,9,48
8,83,No,8,8,77
7,55,No,5,3,45
5,68,No,4,2,52
8,71,Yes,4,0,64
9,98,Yes,7,7,100
2,84,Yes,7,8,65
1,48,Yes,7,3,19
7,62,No,4,0,50
5,79,No,9,5,64
1,70,No,9,9,45
3,53,Yes,8,1,35
4,85,No,9,4,65
7,71,Yes,5,0,60
1,89,No,6,9,66
3,87,Yes,4,9,67
8,96,No,6,6,89
9,48,No,5,2,41
5,52,Yes,8,8,36
4,85,Yes,7,4,64
3,46,Yes,4,2,21
1,51,Yes,9,5,28
1,85,No,4,1,57
5,89,No,5,9,75
5,42,Yes,7,4,29
6,68,Yes,5,7,58
4,81,Yes,5,2,60
4,96,No,7,3,80
6,78,No,7,0,66
2,85,No,6,3,63
9,83,Yes,6,5,81
8,77,Yes,5,2,70
2,63,No,6,0,39
1,61,No,4,2,32
4,82,Yes,6,4,65
9,43,No,5,4,39
5,70,Yes,8,3,60
7,75,Yes,8,0,67
8,99,Yes,7,9,97
9,76,No,8,2,77
4,53,Yes,4,8,35
4,69,Yes,7,2,53
9,63,Yes,4,4,59
7,44,No,8,9,36
4,57,No,4,3,37
3,88,No,6,0,66
1,59,No,4,8,32
8,85,No,6,6,79
6,53,Yes,8,5,41
5,57,No,5,4,39
6,56,Yes,8,0,45
7,62,No,9,0,58
3,75,No,6,9,54
4,46,No,7,4,23
1,92,No,9,9,71
3,87,Yes,8,5,67
3,58,No,5,5,41
4,81,No,4,7,62
3,63,No,4,9,40
6,78,Yes,5,3,68
8,46,Yes,8,7,43
5,89,No,7,4,75
4,55,Yes,7,6,40
1,80,Yes,7,9,57
7,45,Yes,9,1,38
3,41,No,7,7,18
2,54,No,5,8,31
2,81,Yes,8,5,60
5,96,No,7,0,83
1,89,No,7,1,61
5,61,Yes,9,4,50
2,80,Yes,4,5,55
7,40,No,7,2,29
3,40,Yes,8,2,18
6,71,No,4,1,59
1,80,No,4,0,54
5,77,No,7,1,65
7,81,Yes,4,5,71
9,53,No,5,5,48
6,76,Yes,7,8,64
3,51,Yes,6,3,30
6,94,Yes,5,1,77
7,56,Yes,6,5,48
2,79,No,8,5,56
6,51,No,6,4,40
1,61,Yes,7,9,34
2,68,Yes,7,9,46
6,63,No,4,3,51
8,87,No,4,0,79
7,95,Yes,6,6,88
1,82,Yes,6,6,58
6,91,No,9,0,81
6,96,Yes,5,9,85
6,54,Yes,8,5,45
4,90,Yes,8,3,72
6,86,Yes,4,4,77
4,83,No,4,9,65
5,98,No,9,5,87
4,44,Yes,6,0,29
2,70,Yes,4,1,41
7,89,Yes,9,5,82
4,89,No,4,4,72
1,44,No,8,6,19
7,82,Yes,8,4,70
7,61,Yes,5,4,53
8,46,No,8,9,39
8,68,No,5,1,60
2,90,No,5,9,64
9,76,No,4,3,71
5,62,No,8,8,47
5,58,Yes,5,2,41
1,96,No,8,6,74
7,48,No,4,1,41
6,90,No,8,9,81
1,71,Yes,5,9,47
2,53,No,4,2,28
4,91,No,9,7,74
3,48,Yes,9,7,33
2,56,No,4,0,29
4,65,Yes,7,3,47
9,90,No,8,2,89
5,85,No,9,8,71
6,78,No,9,7,67
9,80,Yes,9,0,79
4,51,Yes,9,8,34
8,81,No,6,8,75
4,46,No,5,0,27
9,92,Yes,4,5,92
4,52,No,4,6,32
6,89,Yes,7,0,74
1,89,Yes,7,2,64
1,97,No,8,3,68
7,96,Yes,6,3,86
7,54,No,5,9,44
8,80,Yes,9,7,77
3,45,No,7,4,21
9,61,No,6,0,56
7,67,No,5,8,59
6,94,No,8,8,87
1,73,Yes,9,9,52
3,41,No,5,8,20
3,62,No,7,2,43
7,67,No,9,1,59
9,60,Yes,6,3,58
2,73,Yes,5,3,53
7,92,No,8,3,84
7,62,Yes,7,2,60
2,60,Yes,4,6,34
1,97,Yes,6,4,72
1,94,Yes,7,3,66
5,94,Yes,5,1,78
1,62,Yes,7,3,39
7,51,Yes,6,7,40
1,51,No,6,1,24
2,56,No,6,0,28
1,71,No,8,6,46
9,91,No,7,1,91
4,44,No,5,6,23
1,65,Yes,4,3,36
9,69,Yes,7,3,71
9,62,No,7,3,59
1,88,Yes,9,1,65
2,90,Yes,9,0,72
2,96,No,9,6,74
5,50,No,8,7,37
5,66,No,7,2,49
3,86,No,9,0,64
3,57,No,4,5,32
7,69,Yes,8,8,65
8,96,Yes,6,2,93
4,98,Yes,6,7,80
4,84,No,6,2,68
9,41,Yes,5,5,38
8,50,Yes,7,4,44
5,48,Yes,6,5,31
5,60,No,7,0,45
3,49,No,4,7,26
2,53,Yes,6,8,26
1,89,Yes,6,5,62
3,85,Yes,7,8,66
9,63,No,8,9,62
5,88,No,9,0,72
1,58,Yes,6,3,28
8,83,No,9,3,79
1,55,No,9,3,29
8,97,No,6,3,94
5,61,Yes,7,4,49
2,51,No,9,9,28
8,61,Yes,6,0,54
8,90,Yes,7,7,85
8,48,No,8,2,42
4,40,No,9,7,21
7,53,No,7,0,41
4,77,Yes,6,5,61
4,66,Yes,9,9,53
2,65,Yes,6,4,41
5,88,No,7,1,76
6,71,No,5,7,59
5,56,No,7,8,43
6,59,Yes,9,3,47
3,50,No,5,8,29
4,48,Yes,9,3,31
1,94,No,8,3,69
8,70,No,4,6,63
4,57,No,6,1,40
3,41,No,4,7,18
6,74,Yes,7,6,64
7,76,No,5,8,69
4,76,Yes,4,7,61
6,60,No,6,6,48
4,55,Yes,5,5,39
8,97,Yes,5,7,90
3,63,Yes,9,9,45
8,77,Yes,7,5,76
2,75,No,9,5,53
2,91,No,8,2,71
7,73,No,9,3,63
4,47,No,5,3,29
3,42,Yes,5,6,23
4,77,Yes,8,8,61
8,56,No,5,9,49
7,78,Yes,7,0,69
8,77,No,7,6,67
1,86,Yes,6,1,63
1,92,Yes,4,8,66
6,81,No,9,5,74
2,79,Yes,6,2,59
4,40,Yes,6,7,26
4,93,No,8,3,78
5,40,Yes,8,6,28
6,41,Yes,4,9,29
6,79,No,8,3,67
3,78,Yes,5,5,60
8,48,Yes,9,8,39
3,41,No,7,7,23
3,63,No,4,2,45
7,51,Yes,7,8,41
5,44,No,9,9,29
5,73,No,4,3,57
3,71,No,6,5,51
6,65,Yes,5,4,55
1,77,No,6,5,52
8,85,No,7,8,84
6,47,Yes,8,8,38
7,73,No,8,1,65
2,98,Yes,8,5,78
9,66,No,6,9,63
4,74,Yes,8,6,55
5,77,No,6,5,61
9,96,Yes,9,6,95
4,56,Yes,8,8,37
5,56,Yes,7,5,40
3,49,No,4,4,26
4,75,Yes,6,9,60
2,72,Yes,6,9,47
1,94,Yes,5,1,70
3,92,No,4,2,73
7,64,Yes,9,3,54
1,70,No,7,9,45
2,95,No,4,6,70
1,93,Yes,7,8,68
8,45,No,4,8,37
8,95,No,8,1,94
4,91,Yes,8,9,73
3,53,Yes,6,7,33
7,65,No,6,7,53
4,79,Yes,6,4,61
6,59,No,9,7,49
8,74,No,7,4,68
2,85,Yes,8,8,65
8,53,No,5,1,49
1,59,Yes,6,0,35
5,88,Yes,6,2,73
1,78,No,9,7,53
7,89,No,5,1,80
2,40,Yes,5,9,17
3,94,No,6,3,72
6,89,No,8,4,82
5,81,Yes,4,8,72
9,60,Yes,9,7,60
6,78,Yes,9,2,72
2,81,Yes,8,5,57
9,51,No,7,5,50
2,44,No,8,0,22
2,59,No,6,2,37
6,77,No,4,1,64
6,59,No,8,5,49
7,68,No,8,3,61
7,87,Yes,4,7,78
4,99,Yes,9,0,84
6,64,Yes,7,8,54
1,51,Yes,6,8,26
6,68,No,5,5,55
9,69,No,5,6,68
7,94,Yes,6,3,85
2,51,No,9,5,32
9,75,No,8,7,69
2,70,No,9,3,48
4,77,Yes,6,7,61
3,44,No,6,2,23
6,46,No,7,8,39
2,60,Yes,6,5,38
4,69,No,4,0,50
1,90,Yes,7,6,66
3,45,No,7,3,21
7,77,No,5,9,70
6,63,No,6,6,53
5,75,No,7,5,59
1,79,Yes,6,5,50
3,68,No,6,7,46
3,89,No,6,9,70
9,79,No,4,1,75
4,63,Yes,5,1,47
9,55,Yes,7,8,50
6,82,Yes,4,1,69
9,52,No,9,0,49
4,92,No,7,8,77
1,45,No,7,1,16
9,61,Yes,4,7,56
5,99,Yes,8,3,89
5,85,Yes,5,4,69
8,71,No,9,3,69
4,73,No,4,8,54
8,61,No,6,0,53
3,63,Yes,9,0,44
2,84,No,6,4,60
5,45,No,6,0,30
3,87,No,8,9,67
6,60,No,5,2,46
6,62,No,4,3,51
3,64,No,4,1,43
7,59,No,4,0,46
4,79,Yes,6,9,65
2,77,No,5,7,54
1,97,Yes,8,7,74
5,82,Yes,9,8,69
6,60,No,6,3,48
3,46,No,7,7,26
3,73,No,5,5,52
3,43,Yes,5,5,26
8,71,Yes,5,8,67
3,80,No,8,7,60
5,52,Yes,4,6,36
8,97,Yes,7,8,95
1,75,No,8,7,50
9,61,No,4,5,56
7,43,Yes,4,3,33
7,99,No,7,0,89
9,85,Yes,8,8,84
7,91,Yes,9,1,87
3,98,No,7,2,74
9,62,No,6,7,59
2,54,No,5,9,30
2,93,No,8,5,71
1,65,No,6,7,40
3,56,No,9,6,39
4,59,No,8,4,41
9,84,Yes,5,0,82
5,82,No,8,3,66
8,43,Yes,8,5,40
7,65,No,8,3,57
1,68,No,7,8,46
2,50,Yes,8,2,28
3,98,Yes,4,0,72
9,90,Yes,7,5,85
7,40,No,8,0,30
5,50,No,5,5,31
3,79,Yes,9,6,66
2,54,No,4,4,30
5,73,Yes,9,3,60
7,84,Yes,8,6,81
4,86,No,7,3,70
3,92,Yes,7,9,73
2,87,Yes,7,1,66
7,79,No,8,4,71
2,74,Yes,7,0,53
1,56,Yes,4,6,31
5,80,No,6,0,61
8,80,No,9,5,72
5,90,No,5,5,77
6,63,No,7,9,48
5,53,No,9,2,43
5,75,No,5,1,59
3,94,Yes,4,4,77
2,98,No,5,3,71
1,64,Yes,7,4,37
8,87,Yes,4,7,81
9,54,No,9,3,49
3,54,Yes,5,0,35
1,54,Yes,5,6,26
8,84,Yes,6,9,78
2,59,No,9,6,38
1,79,Yes,7,7,51
1,52,Yes,6,6,25
9,82,Yes,5,1,78
7,64,Yes,8,0,55
7,69,No,7,6,61
7,77,No,7,6,66
4,97,No,8,4,84
1,85,Yes,8,7,62
4,64,No,9,6,49
6,50,Yes,5,8,40
5,77,No,4,2,63
6,92,Yes,5,3,80
9,99,Yes,5,4,98
1,85,No,8,7,62
3,51,Yes,7,6,28
3,54,Yes,6,3,38
1,56,No,4,5,33
2,88,No,5,1,64
5,87,Yes,5,1,71
5,87,Yes,6,3,73
2,78,No,9,3,54
5,98,Yes,5,3,84
5,49,Yes,5,3,34
6,90,No,7,0,76
4,47,No,8,6,28
4,58,No,4,8,42
3,49,Yes,7,0,24
9,88,No,8,2,84
2,61,Yes,9,9,37
6,67,No,6,7,57
6,98,Yes,9,1,89
8,94,No,5,9,88
2,46,Yes,8,6,25
9,50,No,6,5,46
5,87,Yes,6,7,74
6,65,No,8,9,54
6,94,No,4,6,83
4,54,No,5,2,33
2,67,Yes,4,1,46
6,55,No,6,8,43
3,73,Yes,5,9,52
1,47,No,4,0,19
4,84,No,8,8,69
1,73,No,6,0,46
7,89,Yes,9,2,85
4,66,No,6,9,49
3,55,No,9,0,34
3,84,No,6,4,67
9,44,No,5,8,38
1,80,No,6,3,55
9,67,No,4,9,64
7,62,Yes,9,2,56
8,70,No,5,2,63
8,75,Yes,5,2,69
6,65,No,5,0,50
3,96,Yes,7,5,77
8,49,Yes,5,6,45
3,78,No,9,6,61
2,47,Yes,8,1,27
9,90,Yes,6,0,90
9,89,Yes,7,2,85
6,45,Yes,7,8,34
7,46,Yes,6,1,35
6,86,Yes,6,1,79
5,44,Yes,7,5,33
2,61,No,5,1,39
2,84,Yes,6,5,61
3,84,No,6,6,60
6,76,Yes,8,0,61
3,76,Yes,9,8,58
7,94,No,5,5,83
3,86,Yes,4,8,69
5,89,No,5,7,74
5,95,No,6,7,81
3,45,No,8,2,22
1,83,No,4,5,56
1,68,No,6,7,41
8,40,No,8,7,34
2,55,No,9,1,34
8,94,No,9,4,91
3,96,No,9,2,79
1,68,No,7,9,39
5,42,No,4,2,23
4,53,Yes,6,3,35
1,89,No,6,8,61
7,71,No,8,2,62
4,48,No,4,6,29
8,54,No,4,4,43
9,48,No,5,3,45
2,64,No,4,0,40
7,79,No,4,1,71
9,72,No,6,5,70
5,46,Yes,5,1,29
5,63,No,8,8,50
7,73,Yes,4,2,64
7,43,No,7,9,36
5,67,Yes,5,0,50
2,66,No,4,5,40
4,99,No,5,3,80
9,59,No,9,1,55
4,94,No,5,1,75
1,57,Yes,6,2,30
9,99,Yes,7,5,98
5,54,Yes,4,8,37
6,71,Yes,8,7,59
5,52,Yes,9,0,40
3,50,No,7,8,29
4,87,No,5,2,70
9,47,Yes,9,1,48
4,61,Yes,8,3,47
7,55,No,4,4,43
1,63,Yes,5,6,37
4,89,No,7,4,73
9,58,Yes,8,9,58
8,98,No,7,9,94
6,54,Yes,9,5,43
5,40,Yes,7,5,26
4,97,No,7,7,81
1,69,No,8,9,43
9,83,Yes,6,3,85
6,99,No,4,7,91
7,53,No,4,3,44
1,60,Yes,8,3,34
1,48,Yes,9,3,25
5,91,Yes,7,7,77
3,85,No,9,2,62
3,93,No,7,7,78
9,90,No,9,1,87
9,54,Yes,4,0,52
7,54,Yes,8,6,47
4,73,No,7,1,57
2,90,No,5,9,68
3,48,No,5,0,24
6,62,Yes,8,4,49
3,50,Yes,8,4,30
7,92,Yes,8,1,82
5,74,No,5,3,57
6,54,No,4,7,44
8,52,No,4,1,42
9,41,No,6,9,37
9,96,Yes,5,5,95
7,64,No,6,3,56
7,48,No,4,2,36
5,58,No,7,4,42
2,97,Yes,5,5,74
4,95,No,5,6,78
5,79,Yes,6,1,64
2,43,No,7,3,19
3,61,Yes,5,2,40
2,49,No,6,4,24
6,91,Yes,4,3,78
7,70,Yes,9,6,65
7,84,Yes,7,6,77
1,44,No,6,3,16
1,87,Yes,5,2,59
6,41,Yes,7,8,32
7,83,No,6,1,71
6,95,No,4,5,85
7,88,Yes,5,6,77
3,87,No,6,3,67
6,44,No,9,8,35
5,72,No,9,0,58
2,53,Yes,7,4,27
9,50,No,7,6,48
7,49,Yes,4,5,37
5,64,No,5,4,49
4,62,No,4,3,44
9,54,No,9,7,51
3,60,No,7,7,42
9,57,No,8,6,56
2,59,Yes,9,8,37
8,77,No,4,2,69
5,77,Yes,8,0,62
6,56,No,5,7,47
1,71,No,5,1,47
8,73,Yes,6,4,68
3,85,No,4,6,66
7,79,No,4,4,70
6,70,No,7,7,60
4,69,No,4,6,54
1,93,Yes,5,8,68
2,93,No,5,3,68
6,58,Yes,9,2,47
1,86,No,6,9,63
4,43,No,4,2,22
9,87,No,7,3,88
9,77,Yes,9,6,77
2,64,Yes,6,9,45
7,75,No,8,3,70
2,94,No,7,3,73
5,78,Yes,4,9,60
9,74,No,4,6,69
7,65,No,7,0,56
7,56,Yes,7,5,45
3,65,Yes,8,7,47
7,91,No,5,7,82
3,84,Yes,4,6,68
9,77,Yes,9,7,73
7,84,Yes,4,7,74
3,40,No,7,6,21
2,51,No,6,5,27
5,98,Yes,6,2,84
5,45,Yes,7,4,32
8,79,No,8,5,76
4,98,No,7,7,80
9,98,Yes,9,8,99
7,58,Yes,8,6,49
5,43,Yes,7,9,29
9,73,No,6,1,68
8,67,Yes,5,1,60
8,59,Yes,4,2,53
3,63,Yes,9,3,44
2,60,No,8,5,38
7,79,Yes,6,8,72
1,46,Yes,5,0,17
5,45,Yes,4,0,28
4,50,No,4,0,33
3,80,No,6,9,61
3,73,No,5,0,50
9,96,Yes,9,1,94
7,43,No,7,6,34
9,54,No,9,1,54
3,69,No,9,8,49
1,50,Yes,7,3,26
1,80,Yes,9,4,55
9,62,Yes,5,9,56
7,97,No,8,4,90
2,92,Yes,7,4,70
1,59,No,7,0,33
1,85,No,8,8,58
7,59,No,8,9,50
3,63,Yes,6,8,43
4,85,No,9,1,68
4,58,Yes,9,9,42
8,86,Yes,5,8,80
2,59,Yes,6,4,39
5,90,Yes,8,5,77
3,97,No,7,1,79
5,50,No,9,6,35
2,60,No,4,0,32
5,42,No,7,2,29
9,50,No,7,8,45
5,67,Yes,9,7,52
7,65,No,4,3,55
4,78,No,5,4,59
4,44,Yes,8,1,26
2,96,Yes,6,3,71
7,40,Yes,7,9,29
4,96,Yes,8,1,80
2,84,Yes,5,3,61
2,66,Yes,6,3,45
4,89,No,4,0,69
6,97,Yes,9,7,87
9,75,Yes,6,9,74
3,41,Yes,9,4,23
6,70,No,9,1,58
8,72,No,4,6,64
8,61,Yes,6,6,53
2,88,Yes,4,8,67
9,78,Yes,6,7,75
9,44,Yes,8,9,42
6,63,No,8,8,51
7,65,Yes,4,8,53
6,72,No,6,5,56
6,43,No,4,5,28
4,49,No,9,8,35
9,46,No,5,9,44
8,73,Yes,5,2,69
1,62,Yes,9,5,38
7,90,Yes,7,2,83
6,93,Yes,7,0,81
9,58,No,6,4,58
7,64,Yes,7,0,53
1,56,Yes,8,5,33
3,49,No,4,1,34
3,58,Yes,7,1,40
2,50,Yes,7,5,28
1,41,No,8,4,15
3,80,No,7,7,60
4,77,No,5,9,56
7,47,Yes,9,9,40
8,78,No,6,4,71
1,68,No,6,8,42
6,83,Yes,8,0,71
3,56,No,6,3,35
9,55,Yes,5,4,51
5,77,No,4,0,62
3,63,Yes,5,2,45
4,56,Yes,6,1,35
2,77,No,4,5,51
7,99,No,8,3,91
5,95,Yes,8,2,81
2,89,Yes,5,5,66
5,97,No,5,0,82
5,69,No,5,4,54
6,57,No,8,8,46
2,62,No,4,5,39
3,81,No,6,2,60
6,56,No,7,6,48
4,45,No,4,9,27
3,48,No,8,3,26
5,98,Yes,7,9,83
9,51,No,6,7,49
9,54,No,4,5,46
9,71,No,5,7,69
4,53,No,8,4,36
9,80,No,6,8,76
7,43,Yes,9,2,32
4,93,Yes,4,0,75
7,85,Yes,9,4,81
4,89,Yes,8,6,74
6,66,No,8,8,58
9,70,No,7,4,67
4,78,No,9,5,67
6,54,No,5,8,39
4,49,No,4,6,29
8,73,No,4,6,64
8,93,Yes,4,4,85
8,71,No,5,7,67
4,97,No,9,9,83
2,75,Yes,7,6,58
1,76,Yes,7,1,51
1,83,No,7,3,56
2,77,Yes,8,5,55
6,95,No,5,6,82
8,87,No,6,7,85
1,87,Yes,8,3,64
2,70,No,6,8,50
4,59,Yes,6,7,42
9,86,No,6,6,82
8,44,Yes,9,2,40
7,50,Yes,6,5,42
8,62,No,5,6,56
2,99,Yes,7,6,76
4,53,No,8,2,34
8,71,Yes,5,9,62
7,46,Yes,9,8,41
1,55,Yes,7,4,30
1,91,Yes,5,6,63
3,53,Yes,4,3,31
8,79,Yes,8,7,73
3,65,No,8,3,47
1,75,No,8,8,54
1,83,Yes,9,3,59
8,51,No,8,4,47
2,64,Yes,4,2,42
4,80,Yes,7,8,65
3,98,Yes,8,3,77
4,44,Yes,9,1,23
7,84,Yes,9,9,77
9,43,No,4,6,39
7,98,No,9,9,94
7,54,Yes,7,3,43
8,59,Yes,6,3,52
6,54,Yes,6,6,43
3,47,Yes,6,9,25
1,48,No,7,2,20
2,43,No,9,0,22
1,43,Yes,9,1,16
8,63,Yes,5,1,58
8,90,No,6,7,84
3,78,No,9,3,60
9,79,No,8,4,75
6,90,No,6,3,79
2,40,No,7,8,18
9,97,Yes,8,1,94
6,84,Yes,7,4,70
7,86,No,4,1,78
5,44,No,5,5,29
8,97,Yes,5,2,93
1,99,Yes,9,3,76
5,47,No,8,1,31
4,55,Yes,5,8,34
8,40,Yes,9,3,35
3,46,Yes,8,4,25
5,79,No,7,0,63
8,42,No,8,2,38
7,87,Yes,7,9,81
5,95,Yes,7,2,80
9,40,No,8,2,36
8,73,Yes,4,6,67
1,44,Yes,7,6,22
7,49,No,7,6,38
8,66,No,6,1,61
6,75,No,4,6,62
1,79,Yes,9,4,53
9,56,Yes,7,4,51
9,54,Yes,5,3,47
5,79,Yes,4,6,67
7,54,No,5,6,45
5,47,Yes,7,9,34
2,84,No,8,0,62
7,90,Yes,8,9,84
9,68,Yes,7,2,67
3,72,Yes,9,7,55
8,53,Yes,7,4,46
2,57,No,6,0,30
7,87,No,9,4,82
3,87,No,5,8,70
4,60,Yes,8,7,46
1,52,No,9,0,26
9,56,No,8,5,55
4,75,No,5,2,53
6,54,Yes,8,8,44
8,84,No,7,2,75
9,52,Yes,5,1,47
6,96,Yes,5,6,83
7,54,No,8,3,41
4,48,No,4,7,34
3,71,No,5,1,50
6,53,Yes,7,8,43
8,56,No,7,8,49
3,84,Yes,7,9,65
3,41,No,9,1,22
2,64,No,6,5,42
7,41,Yes,8,3,34
4,67,No,7,8,51
7,64,Yes,6,8,54
9,71,Yes,9,5,71
2,99,No,7,6,79
8,51,No,8,1,42
3,88,No,4,4,65
9,98,Yes,8,1,96
9,73,Yes,9,4,72
9,58,No,9,0,54
5,44,No,6,5,28
5,41,No,4,8,23
3,65,Yes,5,9,45
1,80,Yes,4,6,55
4,88,Yes,4,6,69
4,68,Yes,6,2,53
6,56,No,7,3,43
2,57,No,6,1,36
7,44,Yes,4,8,34
6,58,Yes,4,6,47
4,73,No,7,9,54
4,77,Yes,8,6,63
7,87,Yes,9,1,82
9,43,Yes,8,3,42
1,41,No,5,9,17
1,74,No,4,0,52
4,71,No,9,7,57
9,52,Yes,9,6,54
5,44,Yes,7,5,27
1,55,No,5,2,26
3,48,Yes,4,8,27
5,87,No,8,8,71
6,44,No,6,7,29
6,42,No,4,9,30
9,64,No,4,5,61
4,43,No,7,9,30
9,53,No,5,1,46
6,62,Yes,8,0,54
8,74,No,9,7,70
5,49,Yes,8,1,34
6,90,Yes,4,7,81
4,92,Yes,7,9,75
2,68,Yes,5,3,44
2,80,Yes,5,1,54
6,91,Yes,5,0,82
2,92,No,8,2,67
8,56,No,6,5,49
3,72,No,7,2,53
7,70,Yes,4,3,60
1,41,No,5,0,14
8,54,No,8,9,49
3,69,Yes,6,7,49
2,90,No,6,0,66
